patch_url,download_link,mission_name,description
https://www.nasa.gov/image-detail/amf-iss018-s-001a/,https://images-assets.nasa.gov/image/iss018-s-001a/iss018-s-001a~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,Exp 18 patch 5-19-08 nonames colors,"ISS018-S-001A (May 2008) --- This emblem represents the eighteenth expedition to the International Space Station (ISS). Featured prominently is the Roman numeral XVIII. The ""X"" evokes exploration, which is at the core of the indivisible cooperation of the International Space Station partners. ""V"" is for victory and for the five space agencies in the ISS program. ""III"" stands for the hope that this crew will help evolve the ISS from supporting the last three-person crew to crews of six explorers and researchers. The moon, sun and stars symbolize the efforts of the entire ISS team, which will lead to the human exploration of the moon, our solar system and beyond.    The NASA insignia design for space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced."
https://www.nasa.gov/image-detail/amf-iss019-s-001a/,https://images-assets.nasa.gov/image/iss019-s-001a/iss019-s-001a~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,Expedition 19 Crew Insignia,"ISS019-S-001A (December 2008) --- Expedition 19 marks the final planned period of three person occupancy, prior to increasing the crew size to 6, and occurs in the final stages of International Space Station assembly. The patch emphasizes the earth, one of the major focuses of attention and study from the orbital research outpost. The design is stylized to highlight the beauty of the home planet and the station orbiting it, next to the sun now the unquestioned"
https://www.nasa.gov/image-detail/amf-iss020-s-001a/,https://images-assets.nasa.gov/image/iss020-s-001a/iss020-s-001a~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,Expedition 20 Crew Insignia,"ISS020-S-001A  (December 2008) --- The Expedition 20 patch symbolizes a new era in space exploration with the first six-person crew living and working onboard ISS and represents the significance of the ISS to the exploration goals of NASA and its international partners. The six gold stars signify the men and women of the crew. The astronaut symbol extends from the base of the patch to the star at the top to represent the international team, both on the ground and on orbit, that are working together to further our knowledge of living and working in space. The space station in the foreground represents where we are now and the important role it is playing towards meeting our exploration goals. The knowledge and expertise developed from these advancements will enable us to once again leave low earth orbit for the new challenges of establishing a permanent presence on the moon and then on to Mars. The blue, gray and red arcs represent our exploration goals as symbols of Earth, the moon and Mars.     The NASA insignia design for ISS expedition crews is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize.  Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced."
https://www.nasa.gov/image-detail/expedition-21-2/,https://www.nasa.gov/wp-content/uploads/2023/09/expedition-21.jpeg,Expedition 21 Crew Insignia,"The central element of the patch is inspired by a fractal of six, symbolizing the teamwork of the six-person crew. From the basic element of one person, together six people form a much more complex and multifaceted entity, toward the infinity of the universe. The patch shows children, on Earth in the bright Sun, as our future and the reason we explore. The Soyuz and Shuttle are the vehicles that enable human space exploration today, while the International Space Station is leading to our next goals, the moon and Mars. The patch shape has six tips, geometrically sound yet reminiscent of a leaf, representing symmetry and ecological harmony, while the six stars in deep space represent the current crew and future exploration crews."
https://www.nasa.gov/image-detail/amf-iss022-s-001/,https://images-assets.nasa.gov/image/iss022-s-001/iss022-s-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,Expedition 22 Crew Insignia,"ISS022-S-001 (February 2009) --- The 22nd Expedition to the International Space Station is dedicated to the final stages of assembly and the transition to full utilization as an orbiting laboratory.  The sun, providing power and life support to the space station, shines through one of the solar arrays as the ISS orbits above Earth. The oceans and atmosphere, providing life support to Earth, are shown in all their beauty. The moon hovers in the distance as the goal of the next era of exploration. The six stars illustrate the increased capability of the crew complement. In the border are the national flags of the crew members as well as their surnames in their native languages.  Expedition XXII continues the effort to acquire the knowledge necessary to extend the reach of exploration from Earth, to the moon and beyond. The insignia design for ISS flights is reserved for use by the astronauts and cosmonauts and for other official use as the NASA Administrator and NASA's international partners may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which we do not anticipate, it will be publicly announced"
https://www.nasa.gov/image-detail/amf-iss023-s-001b/,https://images-assets.nasa.gov/image/iss023-s-001b/iss023-s-001b~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Expedition 23 Crew Insignia,"ISS023-S-001B (November 2009) --- The focal point of the Expedition XXIII emblem illustrates the beautiful planet Earth in the black expanse of space. The International Space Station (ISS) is shown traveling in its orbit around Earth. The ISS orbital path flies through the XXIII to show that this increment is building upon the missions that have gone on before and laying the groundwork for future missions. This illustrates the work being performed aboard the orbiting complex that will lead the way to eventual missions to the moon, Mars and beyond. The mission designation uses Roman numerals to illustrate the home nations of the crew, which are also represented by their national flags. The two stars represent the two teams that make up this expedition crew. The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced."
https://www.nasa.gov/image-detail/amf-iss024-s-001/,https://images-assets.nasa.gov/image/iss024-s-001/iss024-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Expedition 24 Crew Insignia,"ISS024-S-001 (January 2010) --- Science and Exploration are the cornerstones of NASA?s mission onboard the International Space Station (ISS).  This emblem signifies the dawn of a new era in our program?s history.  With each new expedition, as we approach assembly complete, our focus shifts toward the research nature of this world-class facility.  Prominently placed in the foreground, the ISS silhouette leads the horizon.  Each ray of the sun represents the five international partner organizations that encompass this cooperative program. Expedition 24 is one of the first missions expanding to a crew of six. These crews, symbolized here as stars arranged in two groups of three, will launch on Soyuz vehicles. The unbroken flight track symbolizes our continuous human presence in space, representing all who have and will dedicate themselves as crew and citizens of the International Space Station.  The NASA insignia design for shuttle flights and station increments is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced."
https://www.nasa.gov/image-detail/amf-iss025-s-001/,https://images-assets.nasa.gov/image/iss025-s-001/iss025-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Expedition 25 Crew Insignia,"ISS025-S-001 (June 2010) --- The mission patch design for the 25th Expedition to the International Space Station (ISS) pays tribute to the rich history of innovation and bold engineering in the quest for knowledge, exploration and discovery in space.  The patch highlights the symbolic passing of the torch to the ISS, as the vehicle that will carry us into the future of space exploration.   The Space Shuttle Program emblem is the foundation of the patch and forms  the Greek letter Omega?, paying tribute to the culmination of the Space Shuttle Program. The mission designation 25? and the Earth crescent, the orbiter is shown returning to Earth on its final journey, during the Expedition 25 mission.  Above Earth and the breaking dawn, the ISS takes center-stage, completed and fully equipped to carry us beyond this new dawn to new voyages and discoveries.  The orbit connecting the ISS and the Earth is drawn in the colors of the United States and Russian flags; paying tribute to the blended heritage of the crew.  The two largest stars in the field represent the arrival and departure of the crews in separate Russian Soyuz vehicles. The six stars in the field represent the six crew members. The International Space Station abbreviation MKC? ? in  English and Russian, respectively- flank the mission number designation, and the names of the crew members in their native languages border the ISS symbol.  The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced."
https://www.nasa.gov/image-detail/amf-iss026-s-001/,https://images-assets.nasa.gov/image/iss026-s-001/iss026-s-001~large.jpg?w=1920&h=1884&fit=clip&crop=faces%2Cfocalpoint,Expedition 26 Crew Insignia,"ISS026-S-001 (June 2010) --- In the foreground of the patch, the International Space Station is prominently displayed to acknowledge the efforts of the entire International Space Station (ISS) team - both the crews who have built and operated it, and the team of scientists, engineers, and support personnel on Earth who have provided a foundation for each successful mission.  Their efforts and accomplishments have demonstrated the space station?s capabilities as a technology test bed and a science laboratory, as well as a path to the human exploration of our solar system and beyond.  The ISS is shown with the European Space Agency?s (ESA) Automated Transfer Vehicle (ATV-2), the Johannes Kepler, docked to resupply it with experiments, food, water, and fuel for Expedition 26 and beyond.  This Expedition 26 patch represents the teamwork among the international partners ? USA, Russia, Japan, Canada, and the ESA - and the ongoing commitment from each partner to build, improve, and utilize the ISS.  Prominently displayed in the background is our home planet, Earth - the focus of much of our exploration and research on our outpost in space.  The two stars symbolize two Soyuz spacecraft, each one carrying a three -member crew, who for four months will work and live together aboard the ISS as Expedition 26.  The patch shows the crewmembers? names, and it?s framed with the flags of their countries of origin - United States, Russia, and Italy.  The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced."
https://www.nasa.gov/image-detail/amf-iss027-s-001/,https://images-assets.nasa.gov/image/iss027-s-001/iss027-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Expedition 27 Crew Insignia,"ISS027-S-001 (August 2010) --- The Expedition 27 patch depicts the International Space Station (ISS) prominently orbiting Earth, continuing its mission for science, technology and education. The ISS is an ever-present reminder of the cooperation between the United States, Russia, Japan, Canada, and the European Space Agency (ESA) ? and of the scientific, technical, and cultural achievements that have resulted from that unique teamwork.  The ISS is shown in its completed status with the latest addition of the Alpha Magnetic Spectrometer (AMS), and with two resupply vehicles docked at each end of the station. The Southern Cross Constellation is also show in the foreground and its five stars, along with the sun, symbolize the six international crew members that live and work on the space station.  The Southern Cross is one of the smallest modern constellations, and also one of the most distinctive.  It has cultural significance all over the world and inspires teams to push the boundaries of their worlds, both in space and on the ground.    The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced."
https://www.nasa.gov/image-detail/amf-iss028-s-001/,https://images-assets.nasa.gov/image/iss028-s-001/iss028-s-001~large.jpg?w=1349&h=1920&fit=clip&crop=faces%2Cfocalpoint,Expidition 28 Patch 4B no lines 2,"ISS028-S-001 (September 2010) --- In the foreground of the Expedition 28 patch, the International Space Station is prominently displayed to acknowledge the efforts of the entire International Space Station (ISS) team - both the crews who have assembled and operated it, and the team of scientists, engineers, and support personnel on Earth who have provided a foundation for each successful mission. Their efforts and accomplishments have demonstrated the Space Station?s capabilities as a technology test bed and a science laboratory, as well as a path to the human exploration of our solar system and beyond.  This Expedition 28 patch represents the teamwork among the international partners ? USA, Russia, Japan, Canada, and the ESA - and the ongoing commitment from each partner to build, improve, and utilize the ISS.  Prominently displayed in the background is our home planet, Earth - the focus of much of our exploration and research on our outpost in space.  Also prominently displayed in the background is the Moon. The Moon is included in the design to stress the importance of our planet?s closest neighbor to the future of our world. Expedition 28 is scheduled to occur during the timeframe of the 50th anniversary of both the first human in space, Russian cosmonaut Yuri Gagarin and the first American in space, astronaut, Alan Shepard.  To acknowledge the significant milestone of 50 years of human spaceflight, the names ????????? and ?Shepard? as well as ?50 Years? are included in the patch design. The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced.  Photo credit: NASA and its international partners."
https://www.nasa.gov/image-detail/amf-iss029-s-001/,https://images-assets.nasa.gov/image/iss029-s-001/iss029-s-001~large.jpg?w=1920&h=1836&fit=clip&crop=faces%2Cfocalpoint,Expedition 29 Crew Insignia,"ISS029-S-001 (23 March 2011) --- On the Expedition 29 patch, the International Space Station (ISS) is shown following the path of the historic 18th century explorer, Captain James Cook, and his ship, Endeavour.  During Cook?s three main voyages, he explored and mapped major portions of the oceans and coastlines under the flight path of the ISS and added immeasurably to the body of knowledge of that time.  As the ISS sails a stardust trail ? following the spirit of Endeavour sailing toward the dark unknown and new discoveries ? it enlightens Earth below. Through the centuries, the quest for new discoveries has been a significant element of the human character, inspiring us to endure hardships and separation to be part of a mission which is greater than any individual. A spokesman for the crew stated, ?The crew of Expedition 29 is proud to continue the journey in this greatest of all human endeavors.?   The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced. Photo credit: NASA or National Aeronautics and Space Administration"
https://www.nasa.gov/image-detail/amf-iss030-s-001/,https://images-assets.nasa.gov/image/iss030-s-001/iss030-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Expedition 30 Crew Insignia,"ISS030-S-001 (April 2011) --- The International Space Station (ISS) program is completing the transition from assembly to full utilization as humankind  celebrates the golden anniversary of human space exploration.  In recognition of these milestones and especially of the contribution of those whose dedication and ingenuity make spaceflight possible, a fully assembled ISS is depicted rising above a sunlit Earth limb.  Eastward of the sunlit limb, the distinctive portrayal of Earth?s surface illuminated by nighttime city lights is a reminder of mankind?s presence on the planet, most readily apparent from space only by night, and commemorates how human beings have transcended their early bonds throughout the previous 50 years of space exploration.  The  ISS, a unique space-based outpost for research in biological, physical, space and Earth sciences, in the words of the crew members, is an impressive testament to the tremendous teamwork of the engineers, scientists and technicians from 15 countries and five national space agencies.  The six crew members of Expedition 30, like those who have gone before them, express that they are honored  to represent their countries and the ISS team in conducting research aboard the station and adding to the body of knowledge that will enable the world?s space faring countries to more safely and more productively live, work and explore outer space, paving the way for future missions beyond low Earth orbit, and inspiring young people to join in this great adventure.  The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-iss031-s-001/,https://images-assets.nasa.gov/image/iss031-s-001/iss031-s-001~large.jpg?w=1536&h=1920&fit=clip&crop=faces%2Cfocalpoint,Expedition 31 Mission Insignia,"ISS031-S-001 (September 2011) --- Thin crescents along the horizons of  Earth and its moon depict International Space Station (ISS) Expedition 31. The shape of the patch represents a view of our galaxy. The black background symbolizes the research into dark matter, one of the scientific objectives of Expedition 31. At the heart of the patch are  Earth, its moon, Mars, and asteroids, the focus of current and future exploration. The ISS is shown in an orbit around Earth, with a collection of stars for the Expedition 30 and 31 crews. The small stars symbolize the visiting vehicles that will dock with the complex during this expedition. The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced.   Photo credit: NASA and Its International Partners"
https://www.nasa.gov/image-detail/exp-32-final-5-25-11-2/,https://www.nasa.gov/wp-content/uploads/2023/09/expedition-32.jpeg,Expedition 32 Mission Insignia,"This patch represents the 32nd expedition to the International Space Station (ISS) and the significance of the science being conducted there for current and future generations. The arch shape of the patch symbolizes the ""doorway"" to future space exploration possibilities. The ISS, an orbiting laboratory above the Earth, provides a unique perspective for Earth observation and monitoring. The flame depicts the pursuit of knowledge and highlights the importance of education as the key to future human space flight. The astronaut symbol circles the Earth, acknowledging the work of all astronauts, past, present, and future. The names of each crew member located on the border of the patch are written to honor the various cultures and languages on the mission. The three flags also depict the home countries of the Expedition 32 crew members and signify the collaborative ISS partnership of 15 countries working as one."
https://www.nasa.gov/image-detail/amf-iss033-s-001/,https://images-assets.nasa.gov/image/iss033-s-001/iss033-s-001~large.jpg?w=1536&h=1920&fit=clip&crop=faces%2Cfocalpoint,Expedition 33 Crew Insignia,"ISS033-S-001 (Dec. 2011) ---The Expedition 33 patch depicts the International Space Station (ISS) orbiting around the Earth, and into the future. The national flags of Japan, Russia, and the United States of America represent the crew of Expedition 33, which consists of six astronauts and cosmonauts from Japan, Russia and the United States.  The five white stars represent the partners participating in the ISS Program - Canada, European countries, Japan, Russia and the United States. Expedition 33 will continue the work of the previous thirty-two expedition crews on board the multi-national laboratory in areas such as biology and biotechnology, earth and space science, educational activities, human research, physical and material sciences, and technology development and demonstration. The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-iss034-s-001/,https://images-assets.nasa.gov/image/iss034-s-001/iss034-s-001~large.jpg?w=1536&h=1920&fit=clip&crop=faces%2Cfocalpoint,Expedition 34 Crew Insignia,"ISS034-S-001 (December 2011) --- The crew members of the Expedition 34 mission put together the following description of their patch:  ?The outer border of the Expedition 34 patch takes the mold line of a crew transfer or generic resupply vehicle which will form our bridge to the orbiting outpost throughout the second half of its operational lifetime. Inscribed inside in gold is a craft symbolizing future extra-terrestrial landers that will someday open other celestial destinations to human exploration. Our Sun, which enables the miracle of the only known life in our universe, radiates above the rich and colorful orb of Earth.  Its 15 rays represent the countries of the International Space Station (ISS) Partnership whose foresight and sacrifice have enabled the first small steps into our universe.  The ISS in flight represents the dedication, ingenuity, and cooperation amongst the thousands and thousands of workers around the globe who have successfully designed and built a wonder of our modern world. The distant stars, like those visible in our night sky, beckon us to come further into the depths of space."
https://www.nasa.gov/image-detail/amf-iss035-s-001/,https://images-assets.nasa.gov/image/iss035-s-001/iss035-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Expedition 35 Crew Insignia,"ISS035-S-001 (April 2011) --- Emblazoned with a bold 35 for the 35th expedition to the International Space Station (ISS), this patch portrays a natural moonlit view of the Earth from the ISS at the moment of sunrise, one of the sixteen that occur each day at orbital velocity, with glowing bands of Earth's atmosphere dispersing the sun's bright light into primary colors.  The Earth is depicted as it often appears from space, without recognizable coastlines or boundaries - just as the international endeavor of living and working together in space blurs technical and cultural boundaries between nations.  The ISS is the unseen central figure of the image, since the view is from a window of the Space Station itself, commemorating full use of the Space Station as a long-duration dwelling from which humans can develop techniques and technologies to further explore. The crew points out, ?The arc of the Earth?s horizon with the sun?s arrows of light imply a bow shooting the imagination to Mars and the cosmos where our species may one day thrive.?      The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced."
https://www.nasa.gov/image-detail/expedition-36-patch/,https://www.nasa.gov/wp-content/uploads/2023/03/703251main_iss036-s-001_full.jpg,Expedition 36 Patch,"ISS036-S-001 (January 2012) -- The dynamic design of the Expedition 36 patch portrays the International Space Station's (ISS) iconic solar arrays. The slanted angles denote a kinetic energy leading from the Earth in the lower right to the upper left tip of the triangular shape of the patch, representing the infinite scientific research, education,"
https://www.nasa.gov/image-detail/amf-iss037-s-001/,https://images-assets.nasa.gov/image/iss037-s-001/iss037-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Expedition 37 Crew Insignia,"ISS037-S-001 (August 2012) --- Leonardo da Vinci's Vitruvian Man, created some 525 years ago, as a blend of art and science and a symbol of the medical profession, is depicted amongst the orbits of a variety of satellites circling the Earth at great speed. Da Vinci's drawing, based on the proportions of man as described by the Roman architect Vitruvius, is often used as a symbol of symmetry of the human body and the universe as a whole. Almost perfect in symmetry as well, the International Space Station, with its solar wings spread out and illuminated by the first rays of dawn, is pictured as a mighty beacon arcing upwards across our night skies, the ultimate symbol of science and technology of our age. Six stars represent the six members of Expedition 37 crew, which includes two cosmonauts with a medical background, as well as a native of Da Vinci's Italy.    The design for insignia for space station flights is reserved for use by the crew members and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced."
https://www.nasa.gov/image-detail/amf-iss038-s-001/,https://images-assets.nasa.gov/image/iss038-s-001/iss038-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Exp 38 Patch Design – decal file allpath Replacement Pantones 4-,"ISS038-S-001 (April 2013)  ---  As the International Space Station (ISS) has become a stepping stone to future space exploration, the Expedition 38 mission patch design paints a visual roadmap of exploration beyond low Earth orbit, most prominently represented by the design?s flowing Expedition 38 mission numbers that wrap around  Earth, the moon and Mars. Just as the sun is a guiding light in the galaxy, the ISS illuminates the bottom of the design as it is a shining beacon of the advancement of science, knowledge, and technology carried out aboard the Space Station. To visually capture the idea of the ISS being a foundation for infinite discovery, the space station?s iconic solar arrays span upwards, providing the number 38 and its exploration roadmap a symbolic pedestal to rest on. Finally, the overall use of red, white, and blue in the design acknowledges the flags of the countries of origin for Expedition 38?s crew ? the United States, Russia, and Japan. The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-iss039-s-001/,https://images-assets.nasa.gov/image/iss039-s-001/iss039-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Exp 39 FINAL 7-10-12,"ISS039-S-001 (April 2013) --- Increment 39 of the International Space Station Program marks the 15th year of operation since the start of the space laboratory assembly. Today, the U.S., Russia, Japan, Canada and the European Space Agency are partnering in the operation of the largest ever orbital outpost managed by humankind. The names of the six crew members are depicted in their native languages. For Expedition 39, the Soyuz spacecraft serves as transport vehicle for the crew members to and from the station. During this expedition, the ISS will serve as a platform for scientific research, Earth and astronomical observation, education, as well as a stage for the development of new technologies used for the exploration beyond low Earth orbit. The star above the complex signifies human space exploration towards new frontiers. The crew members added these words: ""The crew of Expedition 39 is proud to serve the international community in furthering our scientific knowledge and in expanding human presence in space.""  Photo credit: NASA      The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced."
https://www.nasa.gov/image-detail/amf-iss040-s-001/,https://images-assets.nasa.gov/image/iss040-s-001/iss040-s-001~large.jpg?w=1536&h=1920&fit=clip&crop=faces%2Cfocalpoint,Expedition 40 Crew Insignia,"ISS040-S-001 (April 2013) --- The Expedition 40 patch depicts the past, present, and future of human space exploration. The crew wrote the description that follows:  The reliable and proven Soyuz, our ride to the International Space Station (ISS), is a part of the past, present, and future.  The ISS is the culmination of an enormous effort by many countries partnering to produce a first-class orbiting laboratory, and its image represents the current state of space exploration.    The ISS is immensely significant to us as our home away from home and our oasis in the sky. The commercial cargo vehicle is also part of the current human space exploration and is a link to the future. A blend of legacy and future technologies is being used to create the next spacecrafts which will carry humans from our planet to destinations beyond. The sun on Earth?s horizon represents the new achievements and technologies that will come about due to our continued effort in space exploration.     The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-iss041-s-001/,https://images-assets.nasa.gov/image/iss041-s-001/iss041-s-001~large.jpg?w=1535&h=1920&fit=clip&crop=faces%2Cfocalpoint,Exp 41 Patch – Final Approved,"ISS041-S-001 (July 2013) --- The Expedition 41 crew members have released their patch and have written some text to go along with it:  ?Portraying the road of human exploration into our vastly unknown universe, all elements of the Expedition 41 patch build from the foundation, our Earth, to the stars beyond our solar system.  The focus of our six-month expedition to the International Space Station (ISS) is  Earth and its inhabitants as well as a scientific look out into our universe.  The distinguishing ISS solar arrays reach onward and serve as the central element, with the icon of an atom underneath representing the multitude of research onboard that will bring new discoveries for the benefit of humanity.  The sun is rising over Earth?s horizon, spreading its light along the road of human exploration.  Equipped with the knowledge and inspiration gained from ISS, our successful multinational cooperation will lead human space exploration to the moon, Mars, and ultimately, the stars.  We are Expedition 41.  Join us for the adventure.?  Photo credit: NASA  Note: The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced."
https://www.nasa.gov/image-detail/amf-iss042-s-001/,https://images-assets.nasa.gov/image/iss042-s-001/iss042-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Exp 42 crew patch 2-6-13,"ISS042-S-001 (April 2013)--- The rectangular-shaped design portrays the International Space Station orbiting planet Earth with its solar array wings spread wide. Facing the sun with the lower left outboard solar array feathered, the left array portrays a prominent number “4” and the fully deployed arrays on the right form the Roman numeral version of “2,” which signifies the two increment crews which, together, comprise the six-member international Expedition “42” crew. The crew and all supporting personnel around the world are also represented by the six stars adorning the sky around the complex.     The NASA insignia design for shuttle and space station flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, it will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-iss043-s-001/,https://images-assets.nasa.gov/image/iss043-s-001/iss043-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Expedition 43 Crew Insignia,"ISS043-S-001 (April 2013) --- The hexagon (six-sided) shape of the Expedition 43 patch represents the six crew members living and working onboard the orbital outpost. The International Space Station (ISS) is portrayed in orbit around the Earth, representing the multi-national partnership that has constructed, developed, and continues to operate the ISS for the benefit of all humankind. The sunrise marks the beginning of a new day, reflecting the fact that we're at the dawn of our history as a space faring species. The moon and planets represent future exploration of our solar system, for which the ISS is a stepping stone. Finally, the five stars honor the crews who have lost their lives during the pursuit of human spaceflight. The NASA insignia design for shuttle flights and station increments is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/this-insignia-expedition-44-mission/,https://www.nasa.gov/wp-content/uploads/2023/03/iss044-s-001.jpg,This is the Insignia for the Expedition 44 Mission,This is the insignia for the Expedition 44 mission.
https://www.nasa.gov/image-detail/expedition-45-insignia-2/,https://www.nasa.gov/wp-content/uploads/2023/03/iss045-s-001-1.jpg,The Expedition 45 Insignia,"The Expedition 45 crew will conduct its journey of exploration and discovery from a summit whose foundation was built by past generations of pioneers, scientists, engineers and explorers."
https://www.nasa.gov/image-detail/official-insignia-of-expedition-46/,https://www.nasa.gov/wp-content/uploads/2023/03/iss046-s-001.jpg,Official Insignia of Expedition 46.,Official insignia and patch of Expedition 46.
https://www.nasa.gov/image-detail/expedition-47-insignia/,https://www.nasa.gov/wp-content/uploads/2023/03/iss047-s-001.jpg,Expedition 47 Insignia,Expedition 47 Insignia
https://www.nasa.gov/image-detail/amf-iss048-s-001/,https://images-assets.nasa.gov/image/iss048-s-001/iss048-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Exp 48 crew patch,ISS048-s-001 (05/06/2015) --- Formal crew patch for Expedition 48
https://www.nasa.gov/image-detail/amf-iss049-s-001/,https://images-assets.nasa.gov/image/iss049-s-001/iss049-s-001~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,Expedition 49 Crew Insignia,"ISS049-S-001 --- The Expedition 49 patch shows the International Space Station (ISS) coming into view over an aurora extending past Earth’s horizon. This depiction emphasizes the benefits to Earth of research conducted on the ISS as well as the global nature of the international partnerships vital to this endeavor. The green hue in the aurora is symbolic of life on our home planet. The crew of Expedition 49 will be working “Off the Earth, for the Earth.”"
